Timestamp,Channel_1,Channel_2,Channel_3,Channel_4
573855.4838211812,-1000.0,-297.8515625,139.6484375,-338.37890625,350.09765625
573855.487618919,-719.23828125,-96.6796875,209.9609375,-1000.0,-246.09375
573855.5226923504,-249.51171875,41.50390625,191.89453125,-780.76171875,-748.53515625
573855.5288479963,-687.01171875,-305.17578125,102.05078125,59.08203125,-487.3046875
573855.5350036421,-1000.0,-345.703125,141.6015625,-110.83984375,-303.7109375
573855.5411592879,-776.3671875,-66.89453125,206.54296875,-950.68359375,-618.65234375
573855.5473149337,11.23046875,-149.90234375,166.9921875,-919.921875,-685.05859375
573855.5534705796,-272.94921875,-110.83984375,241.2109375,-62.5,132.8125
573855.5596262254,-1000.0,-183.59375,196.2890625,154.296875,162.59765625
573855.5657818712,-844.23828125,-84.9609375,242.1875,-692.87109375,-428.22265625
573855.571937517,136.71875,68.359375,250.9765625,-1000.0,-357.421875
573855.5780931629,255.859375,-209.9609375,159.1796875,-268.06640625,240.72265625
573855.5842488087,-748.53515625,-410.15625,219.23828125,304.6875,416.50390625
573855.5904044545,-955.078125,145.5078125,325.68359375,-435.05859375,-173.33984375
573855.5965601003,48.828125,225.5859375,250.48828125,-1000.0,-257.8125
573855.6027157462,578.61328125,161.62109375,268.06640625,-513.671875,30.76171875
573855.608871392,-368.1640625,517.08984375,385.7421875,294.921875,135.25390625
573855.6150270378,-1000.0,572.75390625,359.375,-121.09375,-14.16015625
573855.6211826836,-195.80078125,113.28125,210.9375,-991.2109375,-197.75390625
573855.6273383294,662.109375,-114.2578125,192.3828125,-735.3515625,-45.41015625
573855.6334939753,19.53125,161.62109375,321.2890625,199.21875,163.0859375
573855.6396496211,-905.2734375,250.9765625,329.58984375,128.90625,-67.87109375
573855.5773990945,-343.26171875,-83.49609375,119.140625,-794.43359375,-280.76171875
573855.5821397579,764.6484375,-699.21875,-72.265625,-914.0625,-229.00390625
573855.5868804214,494.140625,-244.140625,189.453125,-48.33984375,-421.875
573855.5916210848,-583.984375,374.51171875,340.8203125,270.99609375,-295.41015625
573855.5963617483,-493.65234375,-46.875,210.44921875,-561.03515625,-353.515625
573855.6011024117,636.23046875,25.390625,253.90625,-1000.0,-325.68359375
573855.6058430752,846.19140625,471.6796875,356.93359375,-290.0390625,-114.74609375
573855.6105837387,-258.7890625,95.703125,221.6796875,356.93359375,-287.109375
573855.6153244021,-678.7109375,-624.0234375,-22.94921875,-321.77734375,-574.21875
573855.6200650656,300.29296875,-590.8203125,83.0078125,-1000.0,-469.7265625
573855.624805729,797.8515625,26.85546875,270.01953125,-598.6328125,-114.2578125
573855.6295463925,-157.2265625,153.80859375,265.13671875,224.12109375,-37.109375
573855.6342870559,-959.9609375,-188.4765625,186.5234375,-147.4609375,-83.984375
573855.6390277194,-238.76953125,-215.8203125,166.015625,-975.5859375,-336.9140625
573855.6437683828,603.515625,61.5234375,204.58984375,-833.49609375,-638.671875
573855.6485090463,-86.42578125,319.82421875,333.0078125,44.921875,-357.91015625
573855.6532497098,-1000.0,-320.3125,85.44921875,112.79296875,174.31640625
573855.6579903732,-803.7109375,-774.4140625,-12.20703125,-748.53515625,-23.92578125
573855.6627310367,87.890625,272.4609375,355.95703125,-1000.0,-161.1328125
573855.6674717001,-141.11328125,561.5234375,363.28125,-146.97265625,154.78515625
573855.6415568646,-981.93359375,3.41796875,233.88671875,178.22265625,-166.015625
573855.6449444824,-948.2421875,-356.4453125,139.6484375,-663.0859375,-494.140625
573855.6483321001,-250.9765625,-178.22265625,187.98828125,-1000.0,-270.5078125
573855.6517197179,-166.9921875,-20.99609375,203.125,-424.31640625,25.87890625
573855.6551073357,-873.53515625,-678.7109375,27.83203125,303.7109375,198.2421875
573855.6584949534,-1000.0,-710.9375,50.78125,-310.05859375,-227.5390625
573855.6618825712,-609.86328125,-33.69140625,172.8515625,-1000.0,-596.19140625
573855.6652701889,-154.78515625,-97.16796875,155.76171875,-659.1796875,-505.37109375
573855.6686578067,-721.6796875,29.296875,284.1796875,201.171875,-293.9453125
573855.6720454245,-1000.0,355.95703125,323.73046875,-34.1796875,-128.90625
573855.6754330422,-778.3203125,26.3671875,165.0390625,-915.52734375,-441.40625
573855.67882066,-196.77734375,-184.08203125,201.171875,-848.6328125,-498.53515625
573855.6822082778,-561.5234375,240.234375,357.421875,35.64453125,-20.01953125
573855.6855958955,-1000.0,221.6796875,276.3671875,178.22265625,250.48828125
573855.6889835133,-930.6640625,-104.98046875,147.94921875,-692.3828125,-47.8515625
573855.692371131,-303.22265625,-551.7578125,36.62109375,-974.12109375,-65.91796875
573855.6957587488,-423.828125,-761.71875,94.7265625,-162.109375,278.80859375
573855.6991463666,-1000.0,-362.3046875,235.83984375,280.76171875,-91.796875
573855.7025339843,-1000.0,-144.53125,182.6171875,-471.6796875,-397.94921875
573855.7059216021,-525.87890625,-646.97265625,-73.73046875,-1000.0,-470.21484375
573855.7168053328,-351.07421875,-431.640625,123.046875,-492.1875,-329.1015625
573855.7204776861,-931.640625,401.85546875,381.8359375,278.3203125,-159.66796875
573855.7241500395,-1000.0,-23.92578125,155.2734375,-188.96484375,-388.18359375
573855.7278223928,-749.0234375,-485.3515625,62.01171875,-1000.0,-750.48828125
573855.7314947462,-409.66796875,88.37890625,274.90234375,-713.8671875,-342.28515625
573855.7351670995,-824.70703125,374.51171875,368.1640625,217.28515625,187.98828125
573855.7388394529,-1000.0,-64.453125,190.91796875,78.61328125,271.484375
573855.7425118062,-935.546875,-680.17578125,58.10546875,-835.44921875,201.171875
573855.7461841595,-630.37109375,-406.73828125,166.015625,-901.3671875,-300.78125
573855.7498565129,-779.78515625,207.51953125,310.546875,-20.5078125,-423.33984375
573855.7535288662,-1000.0,-113.28125,132.32421875,228.515625,-114.2578125
573855.7572012196,-1000.0,-476.07421875,41.9921875,-631.8359375,-343.26171875
573855.7608735729,-749.0234375,-82.51953125,213.37890625,-1000.0,-543.45703125
573855.7645459262,-737.3046875,308.59375,298.33984375,-263.18359375,-203.61328125
573855.7682182796,-1000.0,-12.20703125,255.37109375,326.171875,-73.73046875
573855.7718906329,-1000.0,-162.59765625,213.8671875,-392.578125,-171.875
573855.7755629863,-798.33984375,-51.7578125,162.109375,-1000.0,-427.734375
573855.7792353396,-683.10546875,-282.71484375,120.60546875,-534.1796875,-657.2265625
573855.782907693,-983.88671875,-604.4921875,138.18359375,299.8046875,-26.85546875
573855.7865800463,-1000.0,-432.12890625,209.47265625,-152.83203125,496.58203125
573855.8020499108,-840.33203125,-120.1171875,181.15234375,-1000.0,-176.26953125
573855.8068261058,-544.921875,-245.1171875,144.04296875,-770.5078125,-488.28125
573855.8116023008,-836.42578125,-127.9296875,301.26953125,142.578125,145.01953125
573855.8163784959,-1000.0,69.3359375,307.6171875,76.66015625,175.78125
573855.8211546909,-914.55078125,183.59375,226.5625,-827.63671875,-262.6953125
573855.825930886,-365.234375,-235.3515625,97.16796875,-917.48046875,-409.66796875
573855.830707081,-526.3671875,-181.640625,250.0,-49.8046875,-63.96484375
573855.835483276,-1000.0,336.42578125,364.74609375,248.53515625,144.53125
573855.8402594711,-973.6328125,187.01171875,214.35546875,-588.37890625,-352.5390625
573855.8450356661,-218.26171875,-298.33984375,79.58984375,-1000.0,-400.390625
573855.8498118612,-30.76171875,-387.6953125,147.4609375,-292.48046875,30.2734375
573855.8545880562,-854.00390625,253.90625,368.65234375,329.58984375,180.17578125
573855.8593642513,-1000.0,443.359375,326.171875,-309.08203125,-185.05859375
573855.8641404463,-226.5625,-284.1796875,10.25390625,-1000.0,-515.625
573855.8689166413,384.765625,-402.83203125,38.0859375,-549.31640625,-397.4609375
573855.8736928364,-426.7578125,327.1484375,384.765625,307.6171875,-197.75390625
573855.8784690314,-1000.0,377.44140625,300.29296875,-19.04296875,-170.8984375
573855.8832452265,-376.46484375,-15.13671875,199.70703125,-921.38671875,-279.78515625
573855.8880214215,581.54296875,217.28515625,286.1328125,-774.4140625,-102.5390625
573855.8927976165,78.61328125,359.375,325.1953125,180.6640625,42.96875
573855.8913284069,-943.359375,245.60546875,327.1484375,223.14453125,117.1875
573855.8967528783,-543.45703125,-460.9375,3.41796875,-704.58984375,-5.859375
573855.9021773498,577.1484375,-721.19140625,10.25390625,-933.59375,134.27734375
573855.9076018212,447.265625,226.5625,352.5390625,-52.734375,96.19140625
573855.9130262927,-641.11328125,320.80078125,305.17578125,378.90625,4.8828125
573855.9184507641,-681.640625,-455.078125,52.24609375,-429.19921875,38.0859375
573855.9238752356,460.9375,-497.55859375,39.0625,-1000.0,-297.8515625
573855.9292997071,772.94921875,240.72265625,309.08203125,-334.9609375,-503.90625
573855.9347241785,-272.94921875,286.1328125,301.7578125,412.109375,-190.4296875
573855.94014865,-742.67578125,7.8125,210.44921875,-168.45703125,-184.08203125
573855.9455731214,253.41796875,98.6328125,235.3515625,-1000.0,-362.79296875
573855.9509975929,998.046875,393.5546875,305.6640625,-591.796875,-252.9296875
573855.9564220643,244.62890625,130.859375,219.7265625,344.7265625,-318.84765625
573855.9618465358,-535.64453125,-371.58203125,113.76953125,101.07421875,-413.57421875
573855.9672710072,179.19921875,-563.96484375,85.9375,-836.42578125,-651.85546875
573855.9726954787,-947.265625,-275.87890625,167.96875,-778.80859375,-517.578125
573855.9781199502,710.9375,44.921875,232.421875,171.875,166.50390625
573855.9835444216,-147.4609375,-46.875,210.9375,324.70703125,230.46875
573855.9889688931,191.40625,3.41796875,204.58984375,-639.16015625,-344.23828125
573855.9943933645,996.09375,269.04296875,252.44140625,-970.21484375,-425.29296875
573855.9548414693,948.2421875,166.9921875,234.86328125,-74.21875,112.3046875
573855.956270207,257.8125,114.74609375,266.11328125,432.12890625,401.3671875
573855.9576989446,265.625,300.29296875,278.80859375,-388.18359375,-76.66015625
573855.9591276823,940.91796875,108.3984375,193.359375,-1000.0,-531.73828125
573855.9605564199,-965.33203125,-109.375,142.578125,-329.58984375,-77.63671875
573855.9619851576,661.62109375,-337.40234375,113.76953125,443.359375,153.3203125
573855.9634138952,469.7265625,-157.71484375,178.7109375,-88.8671875,-108.88671875
573855.9648426329,907.71484375,174.8046875,231.4453125,-961.42578125,-159.66796875
573855.9662713705,-985.3515625,-128.90625,85.9375,-563.96484375,180.6640625
573855.9677001082,857.91015625,-729.4921875,53.7109375,387.20703125,444.82421875
573855.9691288458,734.86328125,-42.96875,340.33203125,187.98828125,95.703125
573855.9705575835,927.24609375,271.97265625,234.86328125,-770.01953125,-314.94140625
573855.9719863212,981.4453125,-153.3203125,132.32421875,-782.71484375,-418.9453125
573855.9734150588,953.125,308.59375,356.93359375,179.19921875,-81.54296875
573855.9748437965,963.37890625,648.92578125,343.26171875,422.36328125,-35.15625
573855.9762725341,962.890625,253.41796875,203.61328125,-478.02734375,-195.80078125
573855.9777012718,964.35546875,171.875,215.8203125,-883.7890625,-100.09765625
573855.9791300094,963.37890625,307.6171875,273.4375,-36.62109375,113.76953125
573855.9805587471,963.8671875,400.390625,322.265625,533.203125,303.7109375
573855.9819874847,963.8671875,204.58984375,203.125,-169.921875,316.89453125
573856.0356532458,963.8671875,-243.65234375,153.3203125,-896.97265625,193.359375
573856.0384960473,963.8671875,315.91796875,334.9609375,-343.75,65.4296875
573856.0413388488,963.8671875,962.890625,457.03125,489.74609375,209.9609375
573856.0441816503,963.8671875,169.43359375,87.890625,91.30859375,114.2578125
573856.0470244518,963.8671875,-381.8359375,-64.453125,-847.16796875,-338.8671875
573856.0498672533,963.8671875,502.44140625,332.51953125,-633.7890625,-202.1484375
573856.0527100548,963.37890625,959.47265625,406.73828125,345.21484375,286.1328125
573856.0555528563,963.8671875,382.32421875,283.69140625,289.0625,101.5625
573856.0583956578,963.8671875,29.78515625,208.984375,-693.359375,-289.0625
573856.0612384593,963.8671875,228.515625,239.2578125,-829.1015625,-66.89453125
573856.0640812608,963.8671875,316.89453125,266.6015625,86.42578125,16.11328125
573856.0669240623,963.8671875,-250.0,47.36328125,413.0859375,21.97265625
573856.0697668638,963.8671875,-577.1484375,-0.9765625,-477.5390625,173.828125
573856.0726096653,963.8671875,124.0234375,228.02734375,-1000.0,-173.828125
573856.0754524668,963.8671875,544.43359375,244.62890625,-234.375,-134.27734375
573856.0782952684,963.8671875,177.734375,187.5,423.828125,15.13671875
573856.0811380699,963.8671875,69.82421875,200.1953125,-253.41796875,-221.6796875
573856.0839808714,963.8671875,329.1015625,204.1015625,-1000.0,-233.88671875
573856.0868236729,963.8671875,249.0234375,173.828125,-479.98046875,-43.9453125
573856.0896664744,963.37890625,79.1015625,204.1015625,399.90234375,82.03125
573856.1088743072,963.8671875,306.15234375,239.74609375,47.8515625,47.36328125
573856.1128440045,963.8671875,319.82421875,161.1328125,-885.25390625,-145.01953125
573856.1168137018,963.8671875,6.34765625,68.359375,-721.19140625,-82.51953125
573856.1207833991,963.8671875,-119.140625,167.96875,249.51171875,419.43359375
573856.1247530964,963.8671875,232.421875,275.87890625,260.25390625,234.86328125
573856.1287227937,963.8671875,553.22265625,223.6328125,-693.359375,-144.04296875
573856.1326924909,963.8671875,261.23046875,104.4921875,-895.5078125,-137.20703125
573856.1366621882,963.8671875,434.5703125,214.84375,19.04296875,90.8203125
573856.1406318855,963.8671875,792.96875,313.96484375,433.59375,227.05078125
573856.1446015828,963.8671875,549.8046875,200.68359375,-386.71875,23.4375
573856.1485712801,963.8671875,-2.9296875,-15.625,-962.40234375,-347.16796875
573856.1525409773,963.8671875,-135.7421875,-9.27734375,-225.09765625,-480.46875
573856.1565106746,963.8671875,-38.0859375,97.16796875,465.33203125,-126.46484375
573856.1604803719,963.8671875,-353.515625,-85.44921875,-169.43359375,-150.87890625
573856.1644500692,963.8671875,-808.10546875,-417.96875,-970.21484375,-236.81640625
573856.1684197665,963.8671875,-940.91796875,-466.796875,-564.453125,40.52734375
573856.1723894638,963.8671875,-771.484375,-218.75,274.4140625,-78.61328125
573856.176359161,963.8671875,-903.3203125,-437.98828125,-32.2265625,-407.2265625
573856.1803288583,963.8671875,-1000.0,-606.4453125,-920.41015625,-439.94140625
573856.1842985556,963.8671875,-872.55859375,-433.10546875,-915.52734375,-110.83984375
573856.1960631637,963.8671875,-890.13671875,-442.87109375,-134.27734375,1.46484375
573856.2005574453,963.8671875,-1000.0,-623.53515625,-89.35546875,82.03125
573856.2050517269,963.8671875,-1000.0,-821.77734375,-835.44921875,-96.19140625
573856.2095460085,963.8671875,-997.55859375,-840.8203125,-1000.0,-339.84375
573856.2140402901,963.8671875,-1000.0,-838.8671875,-525.87890625,-491.69921875
573856.2185345717,963.8671875,-1000.0,-943.84765625,-124.51171875,-263.671875
573856.2230288533,963.8671875,-1000.0,-986.328125,-685.546875,145.5078125
573856.2275231349,963.8671875,-1000.0,-983.88671875,-1000.0,-221.6796875
573856.2320174165,963.8671875,-1000.0,-930.17578125,-718.75,-212.890625
573856.2365116981,963.8671875,-1000.0,-932.6171875,-44.43359375,69.82421875
573856.2410059797,963.8671875,-1000.0,-1000.0,-432.6171875,-68.84765625
573856.2455002613,963.8671875,-1000.0,-985.3515625,-1000.0,-370.1171875
573856.2499945429,963.8671875,-1000.0,-985.3515625,-767.08984375,-395.99609375
573856.2544888245,963.8671875,-1000.0,-986.328125,104.4921875,-194.82421875
573856.2589831061,963.8671875,-1000.0,-975.09765625,13.671875,-122.0703125
573856.2634773877,963.8671875,-1000.0,-983.3984375,-880.859375,-205.56640625
573856.2679716693,963.8671875,-1000.0,-991.69921875,-837.890625,-179.6875
573856.2724659509,963.8671875,-1000.0,-974.609375,159.1796875,221.6796875
573856.2769602325,963.8671875,-1000.0,-963.8671875,484.375,482.91015625
573856.2814545141,963.8671875,-1000.0,-974.609375,-345.703125,202.1484375
573856.2854925032,963.8671875,-1000.0,-990.234375,-651.3671875,111.328125
573856.2893569253,963.8671875,-1000.0,-959.47265625,297.36328125,624.51171875
573856.2932213474,963.8671875,-1000.0,-945.3125,944.82421875,563.4765625
573856.2970857695,963.8671875,-1000.0,-979.98046875,292.48046875,313.4765625
573856.3009501916,963.8671875,-1000.0,-985.3515625,-308.59375,72.75390625
573856.3048146137,963.8671875,-1000.0,-1000.0,376.953125,340.8203125
573856.3086790357,963.8671875,-1000.0,-957.03125,-937.5,942.87109375
573856.3125434578,963.8671875,-1000.0,-915.52734375,747.55859375,756.8359375
573856.3164078799,963.8671875,-1000.0,-979.4921875,43.45703125,376.953125
573856.320272302,963.8671875,-1000.0,-981.4453125,335.44921875,272.4609375
573856.3241367241,963.8671875,-1000.0,-957.03125,-994.62890625,712.890625
573856.3280011462,963.8671875,-1000.0,-976.07421875,912.59765625,523.4375
573856.3318655683,963.8671875,-1000.0,-990.234375,258.30078125,315.91796875
573856.3357299904,962.890625,-1000.0,-992.1875,195.80078125,403.80859375
573856.3395944125,968.26171875,-1000.0,-971.19140625,851.5625,222.16796875
573856.3434588346,947.75390625,-1000.0,-970.703125,-966.30859375,311.03515625
573856.3473232567,925.29296875,-1000.0,-991.69921875,495.60546875,446.77734375
573856.3511876788,958.49609375,-1000.0,-991.2109375,70.3125,669.921875
573856.3550521008,955.078125,-1000.0,-954.1015625,633.30078125,755.37109375
573856.3589165229,152.34375,-1000.0,-971.19140625,-925.78125,561.5234375
573856.3612020022,-566.40625,-1000.0,-1000.0,615.234375,403.80859375
573856.3649805714,154.78515625,-1000.0,-1000.0,-87.890625,459.47265625
573856.3687591407,201.171875,-1000.0,-991.69921875,355.95703125,555.6640625
573856.37253771,-839.35546875,-1000.0,-985.83984375,-949.70703125,771.484375
573856.3763162793,-1000.0,-1000.0,-1000.0,737.3046875,934.5703125
